ID	Domain	Phylum	Class	Order	Family	Genus	Species
Otu2036	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	Tractidigestivibacter sp000752675
Otu2037	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella muris
Otu2038	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp900554685
Otu2039	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	V1-33	CAIZWU01	CAIZWU01 sp903936775
Otu2040	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksellaceae	Weeksellaceae
Otu2041	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Suilimivivens	Suilimivivens aceti
Otu2042	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter
Otu2043	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2044	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	Hominilimicola	Hominilimicola fabiformis
Otu2045	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Pseudobutyricicoccus	Pseudobutyricicoccus
Otu2046	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus
Otu2047	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Arthrobacter	Arthrobacter sp024124825
Otu2048	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus comes_A
Otu2049	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2050	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435
Otu2051	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter
Otu2052	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2053	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900313215
Otu2054	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator_D
Otu2055	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium mulieris
Otu2056	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	J093	J093	J093
Otu2057	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
Otu2058	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii
Otu2059	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000434635
Otu2060	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris
Otu2061	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia
Otu2062	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A crossotus
Otu2063	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAJOJO01	CAJOJO01 sp900546745
Otu2064	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp910587185
Otu2065	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Fimicola	Fimicola cottocaccae
Otu2066	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella muris
Otu2067	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Merdimmobilis	Merdimmobilis hominis
Otu2068	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505
Otu2069	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp900554175
Otu2070	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus
Otu2071	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu2072	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium
Otu2073	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp000177015
Otu2074	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	CAG-138	CAG-138
Otu2075	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella timonensis
Otu2076	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira
Otu2077	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	CFX2	CFX2 sp020161935
Otu2078	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu2079	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia isoflavoniconvertens
Otu2080	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu2081	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri_E
Otu2082	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii
Otu2083	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae	Erysipelotrichaceae
Otu2084	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251385
Otu2085	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
Otu2086	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris
Otu2087	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp900544945
Otu2088	Bacteria	Spirochaetota	Leptospirae	Turneriellales	Turneriellaceae	Turneriella	Turneriella
Otu2089	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA4285	UBA4285 sp902775895
Otu2090	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis
Otu2091	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2092	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella timonensis
Otu2093	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus
Otu2094	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae
Otu2095	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella timonensis
Otu2096	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor faecis
Otu2097	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coprousia	Coprousia sp002159765
Otu2098	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Lawsonella	Lawsonella clevelandensis
Otu2099	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu2100	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella
Otu2101	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii
Otu2102	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900066825
Otu2103	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu2104	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella muris
Otu2105	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacteraceae	Ilumatobacteraceae
Otu2106	Bacteria	Actinomycetota	Actinomycetes	S36-B12	UBA10799	UBA10799	UBA10799 sp963169255
Otu2107	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Faecalibacillus	Faecalibacillus intestinalis
Otu2108	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hominiventricola	Hominiventricola filiformis
Otu2109	Bacteria	Bacillota_B	Dehalobacteriia	UBA4068	UBA4997	Avidehalobacter	Avidehalobacter sp022797295
Otu2110	Bacteria	Bacillota	Bacilli	Bacilli	Bacilli	Bacilli	Bacilli
Otu2111	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2112	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	Campylobacter_B ureolyticus
Otu2113	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Brotaphodocola	Brotaphodocola sp003478505
Otu2114	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeellaceae	Aristaeellaceae
Otu2115	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
Otu2116	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Laedolimicola	Laedolimicola ammoniilytica
Otu2117	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2118	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu2119	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Otu2120	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	RUG841	RUG841 sp900772035
Otu2121	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia massiliensis
Otu2122	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2123	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu2124	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2125	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor
Otu2126	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	Hominilimicola	Hominilimicola fabiformis
Otu2127	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E
Otu2128	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola aceti
Otu2129	Bacteria	Bacillota_B	Dehalobacteriia	UBA4068	UBA4997	Avidehalobacter	Avidehalobacter sp022797295
Otu2130	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6398	UBA6398 sp003150315
Otu2131	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella hominis
Otu2132	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella muris
Otu2133	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Brotaphodocola	Brotaphodocola sp003611875
Otu2134	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae	Enterobacteriaceae
Otu2135	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp000431775
Otu2136	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu2137	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795
Otu2138	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu2139	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A	Porphyromonas_A bennonis
Otu2140	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435
Otu2141	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella hominis
Otu2142	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu2143	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp011959565
Otu2144	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia ceftriaxoniphila
Otu2145	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas
Otu2146	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9414	UBA9414 sp003458885
Otu2147	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp900541315
Otu2148	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella pectinovora
Otu2149	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor intestinalis
Otu2150	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2151	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	Harryflintia acetispora
Otu2152	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bovifimicola	Bovifimicola ammoniilytica
Otu2153	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas phoceensis
Otu2154	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Youxingia	Youxingia wuxianensis
Otu2155	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	JAIBCL01	JAIBCL01 sp019694165
Otu2156	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales	Bacteroidales	Bacteroidales
Otu2157	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Gallalistipes	Gallalistipes aquisgranensis
Otu2158	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii
Otu2159	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
Otu2160	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola
Otu2162	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vermiculatibacterium	Vermiculatibacterium agrestimuris
Otu2163	Bacteria	Bacillota_B	Dehalobacteriia	UBA4068	UBA4997	Avidehalobacter	Avidehalobacter sp022797295
Otu2164	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2165	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes
Otu2166	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A
Otu2167	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
Otu2168	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G sp000435815
Otu2169	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia isoflavoniconvertens
Otu2170	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E
Otu2171	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum
Otu2172	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
Otu2173	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter
Otu2174	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella timonensis
Otu2175	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu2176	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor intestinalis
Otu2177	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia sp000432335
Otu2178	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	COE1 sp002358575
Otu2179	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter asaccharolyticus
Otu2180	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia massiliensis
Otu2181	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2182	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella
Otu2183	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp900556915
Otu2184	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae	Oscillospiraceae
Otu2185	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprophilus
Otu2186	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales	Oscillospirales	Oscillospirales
Otu2187	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Cryptobacterium	Cryptobacterium curtum
Otu2188	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Merdimmobilis	Merdimmobilis hominis
Otu2189	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera
Otu2190	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2191	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella muris_A
Otu2192	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara
Otu2193	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetaceae	Planctomycetaceae
Otu2194	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	Muribaculaceae
Otu2195	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens_A
Otu2196	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-272	CAG-272
Otu2197	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellales	Christensenellales	Christensenellales
Otu2198	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	Scatocola	Scatocola faecipullorum
Otu2199	Bacteria	Bacillota	Bacilli	Bacilli	Bacilli	Bacilli	Bacilli
Otu2200	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae
Otu2201	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436035
Otu2202	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2203	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A amylophila
Otu2204	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2205	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hominisplanchenecus	Hominisplanchenecus faecis
Otu2206	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
Otu2207	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000434635
Otu2208	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus
Otu2209	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	Muribaculaceae
Otu2210	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea fessa
Otu2211	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Marseille-P2935	Marseille-P2935 sp900104565
Otu2212	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii
Otu2213	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA5905	UBA5905 sp002437905
Otu2214	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900551275
Otu2215	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter
Otu2216	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2217	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae	Acutalibacteraceae
Otu2218	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella
Otu2219	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900758465
Otu2220	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A	Clostridium_A leptum
Otu2221	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens_A
Otu2222	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides
Otu2223	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter
Otu2224	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900758465
Otu2225	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella pectinovora
Otu2226	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900758465
Otu2227	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385
Otu2228	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835
Otu2229	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp001701195
Otu2230	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_A
Otu2231	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcaceae	Enterococcaceae
Otu2232	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola
Otu2233	Bacteria	Bacillota_A	Clostridia	Clostridia	Clostridia	Clostridia	Clostridia
Otu2234	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000434975
Otu2235	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Scatosoma	Scatosoma sp900542935
Otu2236	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2237	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp009775535
Otu2238	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
Otu2239	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Choladousia	Choladousia sp902363665
Otu2240	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara
Otu2241	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques
Otu2242	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcales	Staphylococcales	Staphylococcales
Otu2243	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA9973	UBA9973	UBA9973
Otu2244	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas sp900066535
Otu2245	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Suilimivivens	Suilimivivens intestinalis
Otu2246	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
Otu2247	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Tepidimonas	Tepidimonas fonticaldi
Otu2248	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae
Otu2249	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp000177015
Otu2250	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Otu2251	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Ventricola	Ventricola sp900542395
Otu2252	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp022741625
Otu2253	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria
Otu2254	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes amylophilus
